time	open	high	low	close	volume
2021-05-04 05:05:00	1.47956	1.47966	1.4792	1.47923	202
2021-05-04 05:10:00	1.4792	1.47958	1.47917	1.47958	113
2021-05-04 05:15:00	1.47959	1.47966	1.4795	1.4796	120
2021-05-04 05:20:00	1.47957	1.47976	1.47953	1.47976	87
2021-05-04 05:25:00	1.47976	1.47981	1.47961	1.47973	161
2021-05-04 05:30:00	1.47971	1.4798	1.47962	1.4798	127
2021-05-04 05:35:00	1.47978	1.47991	1.47959	1.47966	91
2021-05-04 05:40:00	1.47963	1.47967	1.4795	1.47962	88
2021-05-04 05:45:00	1.47961	1.47966	1.47951	1.47962	50
2021-05-04 05:50:00	1.47959	1.47965	1.47954	1.47964	57
2021-05-04 05:55:00	1.47966	1.47971	1.47943	1.47943	81
2021-05-04 06:00:00	1.47944	1.47955	1.47914	1.47944	295
2021-05-04 06:05:00	1.47945	1.47997	1.47934	1.47991	390
2021-05-04 06:10:00	1.47992	1.48005	1.47981	1.48	417
2021-05-04 06:15:00	1.48	1.48005	1.47981	1.47998	296
2021-05-04 06:20:00	1.47998	1.48024	1.47989	1.48017	223
2021-05-04 06:25:00	1.48017	1.48039	1.48011	1.48039	172
2021-05-04 06:30:00	1.48036	1.48042	1.48019	1.48038	249
2021-05-04 06:35:00	1.48036	1.4804	1.48005	1.48013	261
2021-05-04 06:40:00	1.48013	1.4802	1.47989	1.47991	197
2021-05-04 06:45:00	1.4799	1.48053	1.47987	1.48053	371
2021-05-04 06:50:00	1.48051	1.48051	1.48025	1.48032	423
2021-05-04 06:55:00	1.48032	1.48047	1.48024	1.48026	395
2021-05-04 07:00:00	1.48022	1.48047	1.48003	1.48039	640
2021-05-04 07:05:00	1.48041	1.48051	1.47975	1.47979	830
2021-05-04 07:10:00	1.47981	1.47993	1.4794	1.47961	734
2021-05-04 07:15:00	1.47963	1.47963	1.47908	1.47922	664
2021-05-04 07:20:00	1.47924	1.4799	1.47912	1.47972	594
2021-05-04 07:25:00	1.47972	1.47978	1.47903	1.47948	744
2021-05-04 07:30:00	1.47947	1.47961	1.47919	1.4794	653
2021-05-04 07:35:00	1.4794	1.47955	1.47916	1.4794	641
2021-05-04 07:40:00	1.47939	1.47947	1.47861	1.47908	678
2021-05-04 07:45:00	1.47909	1.47924	1.47894	1.47908	506
2021-05-04 07:50:00	1.47909	1.4793	1.47886	1.47905	527
2021-05-04 07:55:00	1.47903	1.47927	1.4789	1.47911	588
2021-05-04 08:00:00	1.4791	1.47936	1.479	1.47909	606
2021-05-04 08:05:00	1.4791	1.47947	1.4791	1.47941	509
2021-05-04 08:10:00	1.47942	1.47972	1.47928	1.47968	468
2021-05-04 08:15:00	1.47969	1.47981	1.4795	1.4797	365
2021-05-04 08:20:00	1.4797	1.4799	1.47962	1.47967	387
2021-05-04 08:25:00	1.47966	1.47975	1.47948	1.47958	306
2021-05-04 08:30:00	1.47956	1.47983	1.47938	1.47983	429
2021-05-04 08:35:00	1.47982	1.48035	1.47982	1.47998	394
2021-05-04 08:40:00	1.47997	1.47999	1.47964	1.47965	312
2021-05-04 08:45:00	1.47965	1.47986	1.47924	1.47936	439
2021-05-04 08:50:00	1.47938	1.47943	1.47855	1.4786	540
2021-05-04 08:55:00	1.4786	1.47895	1.47829	1.47841	563
2021-05-04 09:00:00	1.4784	1.47871	1.47792	1.47855	771
2021-05-04 09:05:00	1.47855	1.47888	1.47833	1.47878	686
2021-05-04 09:10:00	1.47875	1.47899	1.47847	1.47855	576
2021-05-04 09:15:00	1.47855	1.47858	1.47816	1.47855	345
2021-05-04 09:20:00	1.47854	1.4794	1.47848	1.47875	583
2021-05-04 09:25:00	1.47875	1.47885	1.47851	1.47875	370
2021-05-04 09:30:00	1.47874	1.47889	1.47852	1.4787	342
2021-05-04 09:35:00	1.47869	1.47905	1.47862	1.47904	405
2021-05-04 09:40:00	1.47903	1.47947	1.47901	1.47926	366
2021-05-04 09:45:00	1.47927	1.47937	1.47908	1.47916	259
2021-05-04 09:50:00	1.47916	1.47916	1.47885	1.47908	233
2021-05-04 09:55:00	1.47908	1.47916	1.47881	1.47907	397
2021-05-04 10:00:00	1.47905	1.47908	1.47842	1.4789	401
2021-05-04 10:05:00	1.47889	1.479	1.47844	1.4789	476
2021-05-04 10:10:00	1.47889	1.47919	1.47882	1.47905	246
2021-05-04 10:15:00	1.47905	1.47959	1.47904	1.47959	338
2021-05-04 10:20:00	1.47958	1.47962	1.47893	1.47894	560
2021-05-04 10:25:00	1.47899	1.47952	1.47899	1.47943	374
2021-05-04 10:30:00	1.47944	1.47975	1.47944	1.47947	440
2021-05-04 10:35:00	1.47951	1.47977	1.47939	1.47953	656
2021-05-04 10:40:00	1.47952	1.48007	1.47952	1.48006	414
2021-05-04 10:45:00	1.48003	1.48014	1.4797	1.47986	404
2021-05-04 10:50:00	1.47989	1.47992	1.47941	1.47969	357
2021-05-04 10:55:00	1.47969	1.4797	1.47931	1.47933	397
2021-05-04 11:00:00	1.47933	1.47956	1.47902	1.4792	349
2021-05-04 11:05:00	1.47918	1.47933	1.47907	1.4791	468
2021-05-04 11:10:00	1.47913	1.4794	1.479	1.47932	435
2021-05-04 11:15:00	1.47933	1.47941	1.47911	1.47941	316
2021-05-04 11:20:00	1.47942	1.47959	1.47917	1.47917	345
2021-05-04 11:25:00	1.47916	1.47973	1.47899	1.4793	463
2021-05-04 11:30:00	1.47931	1.48022	1.47926	1.48014	633
2021-05-04 11:35:00	1.48014	1.48143	1.48014	1.48143	508
2021-05-04 11:40:00	1.48141	1.48255	1.4812	1.48136	1818
2021-05-04 11:45:00	1.48136	1.48296	1.48132	1.48249	948
2021-05-04 11:50:00	1.48249	1.48251	1.48201	1.48217	893
2021-05-04 11:55:00	1.48215	1.48277	1.48212	1.48255	825
2021-05-04 12:00:00	1.48258	1.48323	1.48215	1.48289	725
2021-05-04 12:05:00	1.48289	1.48303	1.4826	1.48283	834
2021-05-04 12:10:00	1.48284	1.4835	1.48268	1.4835	938
2021-05-04 12:15:00	1.48348	1.48378	1.48327	1.48327	747
2021-05-04 12:20:00	1.48329	1.48364	1.48273	1.48282	929
2021-05-04 12:25:00	1.48281	1.48295	1.48216	1.48216	691
2021-05-04 12:30:00	1.48216	1.48275	1.48174	1.48174	718
2021-05-04 12:35:00	1.48173	1.48232	1.48158	1.48196	568
2021-05-04 12:40:00	1.48195	1.4825	1.48192	1.48192	654
2021-05-04 12:45:00	1.48189	1.48283	1.48182	1.48256	795
2021-05-04 12:50:00	1.48257	1.48278	1.48187	1.48204	739
2021-05-04 12:55:00	1.48203	1.48203	1.48067	1.48113	876
2021-05-04 13:00:00	1.48112	1.48118	1.48077	1.48088	663
2021-05-04 13:05:00	1.48089	1.48191	1.48073	1.48168	694
2021-05-04 13:10:00	1.48163	1.48166	1.48049	1.48051	665
2021-05-04 13:15:00	1.48048	1.48104	1.4804	1.48084	499
2021-05-04 13:20:00	1.48083	1.48093	1.48018	1.48018	716
2021-05-04 13:25:00	1.48017	1.48019	1.47961	1.47966	621
2021-05-04 13:30:00	1.47966	1.47969	1.47848	1.47871	1002
2021-05-04 13:35:00	1.47874	1.47926	1.47841	1.47912	760
2021-05-04 13:40:00	1.47912	1.48	1.47895	1.48	731
