Time	Open	High	Low	Close	Volume
2021-05-03 22:50:00	1.55405	1.55417	1.55402	1.55409	76
2021-05-03 22:55:00	1.55406	1.55421	1.55406	1.55421	51
2021-05-03 23:00:00	1.55414	1.55419	1.55407	1.55413	168
2021-05-03 23:05:00	1.55412	1.55423	1.55382	1.55384	152
2021-05-03 23:10:00	1.55383	1.55396	1.55375	1.55387	55
2021-05-03 23:15:00	1.55389	1.55412	1.55385	1.55401	132
2021-05-03 23:20:00	1.55398	1.55429	1.55388	1.55426	96
2021-05-03 23:25:00	1.55422	1.55424	1.55404	1.55407	96
2021-05-03 23:30:00	1.55412	1.55431	1.55409	1.55419	77
2021-05-03 23:35:00	1.5542	1.5542	1.55385	1.55393	47
2021-05-03 23:40:00	1.55395	1.55407	1.55395	1.55399	51
2021-05-03 23:45:00	1.55403	1.55422	1.55393	1.55414	41
2021-05-03 23:50:00	1.55412	1.55419	1.55398	1.55419	40
2021-05-03 23:55:00	1.55419	1.55425	1.55402	1.55425	305
2021-05-04 00:00:00	1.55425	1.55426	1.55384	1.55393	228
2021-05-04 00:05:00	1.55393	1.55494	1.55393	1.55488	388
2021-05-04 00:10:00	1.55489	1.55509	1.55475	1.55488	346
2021-05-04 00:15:00	1.55487	1.55495	1.55455	1.55478	252
2021-05-04 00:20:00	1.55476	1.55542	1.55476	1.55539	220
2021-05-04 00:25:00	1.55544	1.55557	1.55507	1.55549	214
2021-05-04 00:30:00	1.55549	1.55556	1.55533	1.55554	146
2021-05-04 00:35:00	1.55554	1.55568	1.5553	1.5553	84
2021-05-04 00:40:00	1.55532	1.55538	1.55475	1.5548	184
2021-05-04 00:45:00	1.55482	1.55486	1.55442	1.55458	189
2021-05-04 00:50:00	1.5546	1.5546	1.55423	1.5546	169
2021-05-04 00:55:00	1.55457	1.55502	1.55439	1.55458	296
2021-05-04 01:00:00	1.55457	1.55489	1.55457	1.55472	274
2021-05-04 01:05:00	1.55468	1.5552	1.55462	1.55518	182
2021-05-04 01:10:00	1.55519	1.55542	1.55487	1.55523	202
2021-05-04 01:15:00	1.55522	1.55554	1.55516	1.55546	277
2021-05-04 01:20:00	1.55544	1.55613	1.5554	1.5559	305
2021-05-04 01:25:00	1.55588	1.55607	1.55525	1.55546	398
2021-05-04 01:30:00	1.55546	1.55581	1.55534	1.55564	408
2021-05-04 01:35:00	1.55566	1.55597	1.55563	1.55592	226
2021-05-04 01:40:00	1.55593	1.55638	1.55586	1.55608	239
2021-05-04 01:45:00	1.5561	1.55628	1.55607	1.5561	214
2021-05-04 01:50:00	1.55611	1.55614	1.55542	1.5555	200
2021-05-04 01:55:00	1.55553	1.55608	1.55553	1.55592	323
2021-05-04 02:00:00	1.55595	1.55602	1.55573	1.55599	289
2021-05-04 02:05:00	1.55599	1.55625	1.55575	1.55605	283
2021-05-04 02:10:00	1.55608	1.55614	1.55555	1.55577	315
2021-05-04 02:15:00	1.55577	1.556	1.55572	1.55584	197
2021-05-04 02:20:00	1.55581	1.556	1.55563	1.55576	214
2021-05-04 02:25:00	1.55575	1.5559	1.55563	1.55584	263
2021-05-04 02:30:00	1.55585	1.55602	1.55574	1.55589	268
2021-05-04 02:35:00	1.55589	1.55631	1.55585	1.55616	261
2021-05-04 02:40:00	1.55616	1.55658	1.55607	1.55658	241
2021-05-04 02:45:00	1.55656	1.55665	1.55621	1.55652	314
2021-05-04 02:50:00	1.55651	1.55676	1.55647	1.5565	253
2021-05-04 02:55:00	1.55645	1.55656	1.55607	1.55629	325
2021-05-04 03:00:00	1.55626	1.5564	1.55594	1.55606	267
2021-05-04 03:05:00	1.55605	1.55619	1.55594	1.55615	236
2021-05-04 03:10:00	1.55616	1.55652	1.5561	1.55648	306
2021-05-04 03:15:00	1.55649	1.55655	1.55623	1.55638	221
2021-05-04 03:20:00	1.55638	1.55639	1.55617	1.55621	190
2021-05-04 03:25:00	1.5562	1.55625	1.55575	1.55581	204
2021-05-04 03:30:00	1.55583	1.55598	1.55556	1.55564	170
2021-05-04 03:35:00	1.55564	1.55573	1.55547	1.55562	112
2021-05-04 03:40:00	1.55565	1.55573	1.55523	1.55531	104
2021-05-04 03:45:00	1.55534	1.55556	1.55526	1.55526	172
2021-05-04 03:50:00	1.55523	1.55535	1.55503	1.55534	534
2021-05-04 03:55:00	1.55535	1.55539	1.55512	1.55516	343
2021-05-04 04:00:00	1.55519	1.55527	1.55506	1.55514	399
2021-05-04 04:05:00	1.55512	1.55524	1.55501	1.55504	213
2021-05-04 04:10:00	1.55505	1.55533	1.55496	1.55526	90
2021-05-04 04:15:00	1.55529	1.55531	1.55511	1.55511	159
2021-05-04 04:20:00	1.55512	1.55514	1.55491	1.55506	127
2021-05-04 04:25:00	1.55504	1.55513	1.55454	1.55492	263
2021-05-04 04:30:00	1.55494	1.55496	1.5527	1.55448	1124
2021-05-04 04:35:00	1.55448	1.55503	1.55423	1.55497	396
2021-05-04 04:40:00	1.55495	1.55505	1.55413	1.55422	446
2021-05-04 04:45:00	1.55423	1.55445	1.55412	1.55429	318
2021-05-04 04:50:00	1.5543	1.55483	1.55413	1.55482	170
2021-05-04 04:55:00	1.5548	1.55484	1.55456	1.55475	157
2021-05-04 05:00:00	1.55477	1.55482	1.55437	1.55437	179
2021-05-04 05:05:00	1.55433	1.55435	1.55386	1.55401	370
2021-05-04 05:10:00	1.55401	1.55447	1.55392	1.55445	280
2021-05-04 05:15:00	1.55446	1.55471	1.55433	1.55468	217
2021-05-04 05:20:00	1.55468	1.55513	1.55465	1.55513	185
2021-05-04 05:25:00	1.55513	1.55568	1.55513	1.55543	302
2021-05-04 05:30:00	1.55543	1.55569	1.55534	1.55561	272
2021-05-04 05:35:00	1.55562	1.55598	1.55533	1.55548	274
2021-05-04 05:40:00	1.55548	1.5555	1.55515	1.55519	283
2021-05-04 05:45:00	1.55522	1.55536	1.55508	1.55523	161
2021-05-04 05:50:00	1.55523	1.55531	1.55509	1.55516	135
2021-05-04 05:55:00	1.55514	1.55516	1.55473	1.55488	234
2021-05-04 06:00:00	1.55491	1.555	1.55389	1.55392	556
2021-05-04 06:05:00	1.55391	1.55393	1.55351	1.55376	460
2021-05-04 06:10:00	1.55375	1.55395	1.55368	1.55372	411
2021-05-04 06:15:00	1.55372	1.55404	1.55366	1.55394	337
2021-05-04 06:20:00	1.55393	1.5544	1.55387	1.55435	364
2021-05-04 06:25:00	1.55434	1.55481	1.55414	1.55481	326
2021-05-04 06:30:00	1.5548	1.55509	1.55469	1.55482	407
2021-05-04 06:35:00	1.55479	1.55479	1.55415	1.55429	317
2021-05-04 06:40:00	1.55427	1.55428	1.55385	1.55394	314
2021-05-04 06:45:00	1.55396	1.5549	1.55395	1.55471	412
2021-05-04 06:50:00	1.55471	1.55473	1.55429	1.55437	501
2021-05-04 06:55:00	1.55437	1.5546	1.55415	1.5543	541
2021-05-04 07:00:00	1.5543	1.55484	1.55378	1.55483	831
2021-05-04 07:05:00	1.55483	1.5555	1.5547	1.55492	952
2021-05-04 07:10:00	1.55493	1.55518	1.55463	1.55479	861
2021-05-04 07:15:00	1.55479	1.55513	1.55437	1.55442	910
2021-05-04 07:20:00	1.55441	1.55527	1.55438	1.55522	693
2021-05-04 07:25:00	1.55523	1.5555	1.55453	1.55493	882
2021-05-04 07:30:00	1.55496	1.55623	1.55496	1.55616	816
2021-05-04 07:35:00	1.55617	1.55727	1.55615	1.55702	1105
2021-05-04 07:40:00	1.55702	1.55736	1.55621	1.5564	1134
2021-05-04 07:45:00	1.5564	1.55667	1.55622	1.55636	765
2021-05-04 07:50:00	1.55638	1.55678	1.55588	1.5563	756
2021-05-04 07:55:00	1.55629	1.55639	1.55587	1.55606	813
2021-05-04 08:00:00	1.55602	1.55632	1.55557	1.55558	961
2021-05-04 08:05:00	1.55558	1.55597	1.55543	1.55578	757
2021-05-04 08:10:00	1.55578	1.55628	1.55551	1.55577	714
2021-05-04 08:15:00	1.55577	1.55602	1.55558	1.55566	577
2021-05-04 08:20:00	1.5557	1.55604	1.55537	1.55548	500
2021-05-04 08:25:00	1.55548	1.55575	1.55542	1.55568	370
2021-05-04 08:30:00	1.55568	1.5557	1.5553	1.55564	587
2021-05-04 08:35:00	1.55564	1.55628	1.55561	1.55587	606
2021-05-04 08:40:00	1.55587	1.55589	1.55544	1.55548	503
2021-05-04 08:45:00	1.55547	1.5556	1.55519	1.55524	609
2021-05-04 08:50:00	1.55526	1.55528	1.55487	1.55487	816
2021-05-04 08:55:00	1.55486	1.5556	1.55485	1.55558	795
2021-05-04 09:00:00	1.55557	1.55597	1.55527	1.55586	848
2021-05-04 09:05:00	1.55586	1.55627	1.55557	1.55584	950
2021-05-04 09:10:00	1.55584	1.55617	1.55565	1.55574	853
2021-05-04 09:15:00	1.55574	1.55599	1.55565	1.55598	568
2021-05-04 09:20:00	1.55599	1.55656	1.55597	1.55609	632
2021-05-04 09:25:00	1.55607	1.55615	1.55567	1.55594	452
2021-05-04 09:30:00	1.55595	1.55611	1.55545	1.55546	499
2021-05-04 09:35:00	1.55545	1.55563	1.55526	1.5555	537
2021-05-04 09:40:00	1.5555	1.5561	1.5555	1.55583	386
2021-05-04 09:45:00	1.55586	1.55631	1.55583	1.55619	365
2021-05-04 09:50:00	1.55621	1.55621	1.55593	1.55614	300
2021-05-04 09:55:00	1.55614	1.55616	1.55579	1.55592	673
2021-05-04 10:00:00	1.55593	1.55659	1.55559	1.55651	495
2021-05-04 10:05:00	1.55652	1.55695	1.55652	1.55679	531
2021-05-04 10:10:00	1.55687	1.55721	1.5568	1.557	381
2021-05-04 10:15:00	1.55699	1.55702	1.55661	1.55673	407
2021-05-04 10:20:00	1.55675	1.55675	1.55614	1.55618	605
2021-05-04 10:25:00	1.55615	1.55644	1.55607	1.55639	550
2021-05-04 10:30:00	1.5564	1.5567	1.5563	1.5564	529
2021-05-04 10:35:00	1.55641	1.5565	1.55619	1.55625	665
2021-05-04 10:40:00	1.55624	1.55708	1.55623	1.55701	543
2021-05-04 10:45:00	1.55699	1.55699	1.55645	1.55671	446
2021-05-04 10:50:00	1.5567	1.55673	1.55611	1.55628	342
2021-05-04 10:55:00	1.5563	1.55633	1.5557	1.55585	423
2021-05-04 11:00:00	1.55587	1.55622	1.55576	1.55578	386
2021-05-04 11:05:00	1.55574	1.55616	1.55574	1.5561	357
2021-05-04 11:10:00	1.55612	1.5564	1.55597	1.55612	535
2021-05-04 11:15:00	1.55614	1.55652	1.55604	1.55651	451
2021-05-04 11:20:00	1.55648	1.55664	1.5561	1.5562	363
2021-05-04 11:25:00	1.55622	1.5565	1.55599	1.55608	540
2021-05-04 11:30:00	1.55608	1.55687	1.55608	1.55687	512
2021-05-04 11:35:00	1.55695	1.55775	1.55695	1.5577	523
2021-05-04 11:40:00	1.55774	1.55866	1.55772	1.55789	2051
2021-05-04 11:45:00	1.5579	1.56049	1.55777	1.55979	1490
2021-05-04 11:50:00	1.5598	1.5599	1.55909	1.55913	1226
2021-05-04 11:55:00	1.55915	1.55982	1.55911	1.55959	1206
2021-05-04 12:00:00	1.55962	1.56041	1.55951	1.5603	1011
2021-05-04 12:05:00	1.5603	1.56085	1.56019	1.56065	848
2021-05-04 12:10:00	1.56065	1.56095	1.55997	1.56077	1085
2021-05-04 12:15:00	1.56074	1.56082	1.56034	1.56047	830
2021-05-04 12:20:00	1.56049	1.56118	1.56049	1.56059	831
2021-05-04 12:25:00	1.56061	1.56101	1.56033	1.56064	664
2021-05-04 12:30:00	1.56062	1.56063	1.55985	1.55985	925
2021-05-04 12:35:00	1.55985	1.55985	1.55942	1.55945	727
2021-05-04 12:40:00	1.55944	1.55982	1.5593	1.5593	787
2021-05-04 12:45:00	1.55928	1.56014	1.55913	1.55995	797
2021-05-04 12:50:00	1.55996	1.56036	1.55944	1.55983	718
2021-05-04 12:55:00	1.55982	1.55982	1.55913	1.55952	1003
2021-05-04 13:00:00	1.55951	1.55951	1.55879	1.55884	1058
2021-05-04 13:05:00	1.55884	1.55975	1.55876	1.55917	665
2021-05-04 13:10:00	1.55916	1.55933	1.55833	1.55849	846
2021-05-04 13:15:00	1.55852	1.55873	1.55827	1.5584	648
2021-05-04 13:20:00	1.5584	1.55871	1.55819	1.55853	1067
2021-05-04 13:25:00	1.55852	1.55853	1.5574	1.55743	792
2021-05-04 13:30:00	1.55741	1.55774	1.55691	1.55717	1229
2021-05-04 13:35:00	1.55718	1.55726	1.55656	1.55715	1584
2021-05-04 13:40:00	1.55715	1.55831	1.5571	1.55824	1164
2021-05-04 13:45:00	1.55826	1.55951	1.55824	1.55919	1222
2021-05-04 13:50:00	1.5592	1.56	1.55889	1.55933	1455
2021-05-04 13:55:00	1.55933	1.56003	1.55924	1.55956	1369
